City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Kalemie,CD,-5.9475,29.1947,69.24,88,100,1.72,light rain
348,Aksu,CN,41.1231,80.2644,67.78,23,100,3.31,overcast clouds
349,Monrovia,LR,6.3005,-10.7969,76.51,89,100,6.46,overcast clouds
350,Salalah,OM,17.0151,54.0924,79.7,77,29,5.28,scattered clouds
351,Forestville,US,38.8451,-76.875,68.61,63,20,9.22,few clouds
352,Namatanai,PG,-3.6667,152.4333,85.41,65,79,3.29,broken clouds
353,Hayden,US,47.766,-116.7866,64.49,33,0,4.61,clear sky
354,Berlevag,NO,70.8578,29.0864,33.6,80,100,6.51,overcast clouds
355,Linqiong,CN,30.4159,103.4609,70.03,67,100,3.65,overcast clouds
356,Arkhangelsk,RU,64.5401,40.5433,23.11,100,20,2.24,few clouds
357,Pokrovskoye,RU,47.4157,38.8971,52.92,86,6,6.33,clear sky
358,Flin Flon,CA,54.7682,-101.865,28.6,58,37,10.47,scattered clouds
359,Key West,US,24.5557,-81.7826,82.4,72,0,19.57,clear sky
360,Akdepe,TM,42.0551,59.3788,57.54,45,27,4.52,scattered clouds
361,Ust-Ilimsk,RU,58.0006,102.6619,25.05,82,100,7.27,overcast clouds
362,Sahuaripa,MX,29.05,-109.2333,85.68,11,0,11.43,clear sky
363,Henties Bay,NA,-22.116,14.2845,58.89,83,0,9.53,clear sky
364,Payo,ID,-3.7508,103.6372,75.87,91,100,0.22,overcast clouds
365,General Roca,AR,-39.0333,-67.5833,59.63,40,22,27.4,few clouds
366,Slave Lake,CA,55.2834,-114.769,54.21,46,100,9.84,overcast clouds
367,Namwala,ZM,-15.7504,26.4384,61.09,89,0,2.44,clear sky
368,Qiongshan,CN,20.0058,110.3542,84.33,70,13,19.24,few clouds
369,Gidam,IN,18.9833,81.4,81.18,40,8,0.78,clear sky
370,Lerwick,GB,60.1545,-1.1494,46.4,88,29,19.06,scattered clouds
371,Vanimo,PG,-2.6741,141.3028,84.49,71,100,4.45,overcast clouds
372,Biltine,TD,14.5333,20.9167,84.69,12,98,2.8,overcast clouds
373,Ossora,RU,59.2353,163.0719,31.14,97,100,16.8,snow
374,Kaeo,NZ,-35.1,173.7833,67.03,63,100,8.7,overcast clouds
375,Kupino,RU,54.3663,77.2981,33.98,51,11,3.51,few clouds
376,Chokurdakh,RU,70.6333,147.9167,8.49,91,25,3.89,scattered clouds
377,Doha,QA,25.2867,51.5333,78.78,69,0,12.66,clear sky
378,Verkhnevilyuysk,RU,63.4453,120.3167,26.94,83,99,4.14,overcast clouds
379,Korla,CN,41.7597,86.1469,66.78,27,96,9.84,overcast clouds
380,Marzuq,YE,14.4,46.4667,68.02,53,5,5.77,clear sky
381,Camopi,GF,3.1655,-52.3158,73.11,99,27,3.29,scattered clouds
382,Pitimbu,BR,-7.4706,-34.8086,77.59,84,23,8.3,few clouds
383,Shahrud,IR,36.4182,54.9763,65.86,36,100,6.02,overcast clouds
384,Lagoa,PT,39.05,-27.9833,57.79,74,0,18.7,clear sky
385,Zhigansk,RU,66.7697,123.3711,16.14,91,91,7.7,overcast clouds
386,Maltahohe,NA,-24.8333,16.9833,49.44,22,0,13.8,clear sky
387,Aykhal,RU,66.0,111.5,17.92,81,23,3.51,few clouds
388,Dakar,SN,14.6937,-17.4441,76.08,77,0,20.13,clear sky
389,Dzhebariki-Khaya,RU,62.2167,135.8,32.43,77,83,0.49,broken clouds
390,Lethem,GY,3.3803,-59.7968,80.08,74,100,7.85,overcast clouds
391,Mayo,US,38.8876,-76.5119,65.26,71,0,11.5,clear sky
392,Skelleftea,SE,64.7507,20.9528,34.16,64,75,2.3,broken clouds
393,Egvekinot,RU,66.3167,-179.1667,22.55,79,20,3.62,few clouds
394,Znamenskoye,RU,57.1281,73.8282,33.69,66,22,5.28,few clouds
395,Howard Springs,AU,-12.497,131.047,91.98,61,100,3.6,overcast clouds
396,Tomatlan,MX,19.9333,-105.25,76.42,62,0,5.53,clear sky
397,Karasuk,RU,53.7377,78.0403,34.5,47,7,2.26,clear sky
398,Mildura,AU,-34.2,142.15,70.07,56,97,11.5,overcast clouds
399,Katsuura,JP,35.1333,140.3,68.58,73,18,1.63,few clouds
400,Barentin,FR,49.5453,0.9552,49.17,85,76,9.42,broken clouds
401,Praia,CV,14.9215,-23.5087,75.74,46,0,14.97,clear sky
402,Odoyev,RU,53.9393,36.6864,41.2,95,8,4.74,clear sky
403,Wagga Wagga,AU,-35.1167,147.3667,70.84,49,42,12.66,scattered clouds
404,Nikolskoye,RU,59.7035,30.7861,44.87,97,100,6.17,light rain
405,Batsfjord,NO,70.6345,29.7185,33.58,93,100,8.05,overcast clouds
406,Namibe,AO,-15.1961,12.1522,69.93,82,1,6.08,clear sky
407,Boa Vista,BR,2.8197,-60.6733,80.58,74,40,3.44,scattered clouds
408,Baykit,RU,61.67,96.37,31.96,88,100,6.4,overcast clouds
409,Mogadishu,SO,2.0371,45.3438,82.53,74,69,9.22,broken clouds
410,Guerrero Negro,MX,27.9769,-114.0611,69.06,49,0,18.03,clear sky
411,Bayan,CN,46.0833,127.4,60.1,30,38,6.73,scattered clouds
412,Odweyne,SO,9.4092,45.064,71.26,74,100,3.98,light rain
413,Ceres,US,37.5949,-120.9577,80.92,23,0,8.05,clear sky
414,Kudahuvadhoo,MV,2.6708,72.8944,84.38,69,73,6.93,broken clouds
415,Manakara,MG,-22.1333,48.0167,71.69,87,99,2.8,light rain
416,Ferrol,ES,43.4832,-8.2369,52.34,89,59,6.98,broken clouds
417,Marovoay,MG,-16.1,46.6333,73.17,76,55,6.13,broken clouds
418,Komsomolskoye,RU,55.2567,47.5461,49.87,83,100,8.25,overcast clouds
419,Naze,JP,28.3667,129.4833,74.21,82,2,6.53,clear sky
420,Timaru,NZ,-44.4,171.25,65.07,65,0,8.99,clear sky
421,Noumea,NC,-22.2763,166.4572,78.01,99,100,17.96,overcast clouds
422,Souillac,MU,-20.5167,57.5167,74.62,75,11,15.14,few clouds
423,Coari,BR,-4.085,-63.1414,75.2,94,67,2.21,broken clouds
424,Atar,MR,20.5169,-13.0499,76.32,32,0,7.61,clear sky
425,Coquimbo,CL,-29.9533,-71.3436,56.93,94,100,1.14,overcast clouds
426,Namioka,JP,40.7072,140.5894,64.9,52,25,5.35,scattered clouds
427,Celestun,MX,20.8667,-90.4,81.91,70,22,15.64,few clouds
428,Taltal,CL,-25.4,-70.4833,63.77,80,0,5.23,clear sky
429,Perbaungan,ID,3.5679,98.956,77.11,82,100,3.87,overcast clouds
430,Formosa Do Rio Preto,BR,-11.0483,-45.1931,72.27,58,73,2.95,broken clouds
431,Faya,SA,18.3851,42.4509,59.52,51,6,1.1,clear sky
432,Kapit,MY,2.0167,112.9333,75.38,99,100,1.83,overcast clouds
433,Hauterive,FR,46.0901,3.4459,52.56,93,99,7.85,overcast clouds
434,Jumla,NP,29.2747,82.1838,52.65,34,0,3.94,clear sky
435,Sakaiminato,JP,35.55,133.2333,66.24,74,65,4.59,broken clouds
436,Joshimath,IN,30.5667,79.5667,57.15,35,24,7.72,few clouds
437,Floro,NO,61.5996,5.0328,44.96,87,66,1.14,broken clouds
438,Kilindoni,TZ,-7.9139,39.6668,81.09,78,98,5.88,light rain
439,Kroya,ID,-7.6331,109.2461,81.14,82,100,3.04,overcast clouds
440,Quesnel,CA,52.9999,-122.5029,60.03,44,100,9.35,overcast clouds
441,Marawi,PH,7.9986,124.2928,78.64,71,65,2.91,broken clouds
442,Ambulu,ID,-8.345,113.6058,80.92,80,39,2.1,scattered clouds
443,Edwardsville,US,38.8114,-89.9532,65.79,94,100,11.5,overcast clouds
444,Morehead,US,37.2711,-87.1764,73.15,60,40,5.75,scattered clouds
445,Sinnamary,GF,5.3833,-52.95,78.13,89,77,9.33,broken clouds
446,Alta Floresta,BR,-9.8756,-56.0861,73.94,94,92,2.82,overcast clouds
447,Gazojak,TM,41.1875,61.4036,58.5,43,13,7.34,few clouds
448,Gumdag,TM,39.2061,54.5906,68.97,30,100,19.51,overcast clouds
449,Bahia Blanca,AR,-38.7196,-62.2724,69.48,56,98,13.78,overcast clouds
450,Xinqing,CN,48.2333,129.5,52.45,41,74,7.23,broken clouds
451,Houma,US,29.5958,-90.7195,77.02,85,40,11.5,scattered clouds
452,Rosetta,EG,31.4044,30.4164,63.25,84,0,8.1,clear sky
453,Matamoros,MX,25.5333,-103.25,93.31,17,40,10.36,scattered clouds
454,Nanortalik,GL,60.1432,-45.2371,37.35,90,100,3.42,overcast clouds
455,Sovetskiy,RU,61.3614,63.5842,29.97,96,71,2.8,broken clouds
456,Sorong,ID,-0.8833,131.25,82.94,76,61,0.6,broken clouds
457,Outjo,NA,-20.1167,16.15,60.42,47,0,7.07,clear sky
458,San Ignacio,BZ,17.1561,-89.0714,82.54,65,0,9.22,clear sky
459,Thabazimbi,ZA,-24.5917,27.4116,64.06,70,31,0.67,scattered clouds
460,Hazorasp,UZ,41.3194,61.0742,49.84,42,32,6.89,scattered clouds
461,Rincon,US,32.296,-81.2354,70.86,64,0,8.05,clear sky
462,Toba,JP,34.4833,136.85,64.4,81,9,2.55,clear sky
463,Chone,EC,-0.6833,-80.1,74.23,94,70,2.93,broken clouds
464,Nantucket,US,41.2835,-70.0995,46.54,67,20,0.0,few clouds
465,Pravia,ES,43.4906,-6.1508,52.09,82,75,6.91,broken clouds
466,Beloha,MG,-25.1667,45.05,71.24,65,100,6.98,overcast clouds
467,Noshiro,JP,40.2039,140.0242,60.85,71,0,7.16,clear sky
468,Fuyang,CN,32.9,115.8167,68.76,98,100,9.33,light rain
469,Cherskiy,RU,68.75,161.3,22.89,80,100,7.25,overcast clouds
470,Zelenets,RU,61.8849,50.7489,28.65,87,100,5.44,overcast clouds
471,Polunochnoye,RU,60.8697,60.4153,30.7,96,98,2.26,overcast clouds
472,Bolitoc,PH,15.7395,119.8769,87.71,60,11,3.06,few clouds
473,Casablanca,MA,33.5928,-7.6192,62.33,67,0,8.01,clear sky
474,Pimentel,PE,-6.8367,-79.9342,67.05,86,58,14.85,broken clouds
475,Yuli,NG,9.6989,10.2744,83.82,58,100,7.85,overcast clouds
476,Cururupu,BR,-1.8283,-44.8683,73.26,93,3,2.66,clear sky
477,Bambous Virieux,MU,-20.3428,57.7575,75.22,72,14,16.49,few clouds
478,Airai,TL,-8.9266,125.4092,72.66,39,99,2.71,overcast clouds
479,Ilulissat,GL,69.2167,-51.1,26.62,93,100,4.61,light snow
480,Nadvoitsy,RU,63.8667,34.3167,26.53,96,32,3.29,scattered clouds
481,Ambo,PE,-10.1308,-76.2047,62.06,92,100,3.94,overcast clouds
482,Mount Gambier,AU,-37.8333,140.7667,65.05,48,100,4.36,overcast clouds
483,Bubaque,GW,11.2833,-15.8333,77.67,73,98,9.08,overcast clouds
484,Guangyuan,CN,32.442,105.823,64.38,64,18,4.92,few clouds
485,Zavyalovo,RU,54.5053,82.4484,32.7,67,70,6.11,broken clouds
486,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.61,82,100,11.92,overcast clouds
487,Buala,SB,-8.145,159.5921,85.68,69,86,6.78,overcast clouds
488,Hede,CN,33.7681,120.2517,62.67,88,100,11.65,light rain
489,Luderitz,NA,-26.6481,15.1594,54.63,62,0,15.99,clear sky
490,Half Moon Bay,US,37.4636,-122.4286,75.54,70,0,21.85,mist
491,Juruti,BR,-2.1522,-56.0922,75.96,89,46,3.71,scattered clouds
492,Orange Cove,US,36.6244,-119.3137,79.97,28,0,3.11,clear sky
493,Ahuimanu,US,21.4447,-157.8378,83.91,65,75,20.71,broken clouds
494,Ust-Maya,RU,60.4167,134.5333,35.47,63,84,1.32,broken clouds
495,Mandalgovi,MN,45.7625,106.2708,34.39,52,12,30.2,few clouds
496,Tamandare,BR,-8.7597,-35.1047,78.17,84,88,8.08,overcast clouds
497,Kalabo,ZM,-14.97,22.6814,65.82,75,38,4.56,scattered clouds
498,Pekan,MY,3.4836,103.3996,81.72,80,100,2.64,overcast clouds
499,Jaque,PA,7.5175,-78.1703,79.43,80,7,0.6,clear sky
500,Saint-Augustin,CA,51.226,-58.6502,37.13,91,100,19.17,overcast clouds
501,Arica,CL,-18.475,-70.3042,64.63,77,0,2.3,clear sky
502,Masuguru,TZ,-11.3667,38.4167,71.83,98,100,2.71,overcast clouds
503,Srednekolymsk,RU,67.45,153.6833,21.18,85,100,16.91,overcast clouds
504,Mumias,KE,0.3351,34.4864,63.64,97,100,2.77,light rain
505,Marsh Harbour,BS,26.5412,-77.0636,74.3,71,4,19.15,clear sky
506,Hun,LY,29.1268,15.9477,64.65,38,16,6.02,few clouds
507,Hofn,IS,64.2539,-15.2082,40.91,90,99,4.81,overcast clouds
508,Gushikawa,JP,26.3544,127.8686,80.6,83,75,8.05,broken clouds
509,Adrar,MR,20.5022,-10.0711,72.01,35,0,10.04,clear sky
510,Xihua,CN,33.7833,114.5167,66.09,91,100,14.74,light rain
511,Sile,TR,41.1754,29.6133,57.87,68,96,3.36,overcast clouds
512,Pangody,RU,65.85,74.4859,11.61,95,97,4.14,overcast clouds
513,Torun,PL,53.0137,18.5981,44.15,88,100,3.0,overcast clouds
514,Byumba,RW,-1.5763,30.0675,57.4,94,100,1.88,light rain
515,Sanford,US,28.8006,-81.2731,75.49,79,0,6.91,clear sky
516,Kirakira,SB,-10.4544,161.9205,84.85,71,100,5.61,overcast clouds
517,San Cristobal,VE,7.7669,-72.225,69.98,98,89,2.04,overcast clouds
518,Watertown,US,42.3709,-71.1828,50.34,45,100,5.75,overcast clouds
519,San Quintin,MX,30.4833,-115.95,69.01,50,0,10.16,clear sky
520,Cascais,PT,38.6979,-9.4215,56.52,74,14,13.0,few clouds
521,Chumikan,RU,54.7183,135.315,31.53,80,100,10.83,overcast clouds
522,Lefka,CY,35.1106,32.8506,66.85,49,0,3.51,clear sky
523,Vila,PT,42.0304,-8.1588,41.88,92,96,3.04,overcast clouds
524,Krasnoarmeysk,RU,51.0239,45.6969,47.82,88,100,5.64,overcast clouds
525,Conde,BR,-7.2597,-34.9075,76.46,94,75,5.75,broken clouds
526,Lewistown,US,40.5992,-77.5714,74.61,53,0,0.0,clear sky
527,Union,US,40.6334,-74.2663,51.3,69,0,8.05,clear sky
528,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,53,0,35.68,clear sky
529,Okhotsk,RU,59.3833,143.3,31.51,83,25,12.01,scattered clouds
530,Filingue,NE,14.3521,3.3168,86.74,12,100,11.39,overcast clouds
531,Acapulco,MX,16.8634,-99.8901,80.42,78,20,6.91,few clouds
532,Teguise,ES,29.0605,-13.564,57.42,72,0,3.44,clear sky
533,Tartus,SY,34.889,35.8866,66.16,69,5,5.53,clear sky
534,Roverud,NO,60.2521,12.055,37.6,70,100,2.57,overcast clouds
535,Alugan,PH,12.2188,125.4808,81.59,85,100,13.09,overcast clouds
536,Nalut,LY,30.3333,10.85,69.44,14,65,14.29,broken clouds
537,Goderich,CA,43.7501,-81.7165,52.27,96,100,18.25,overcast clouds
538,Clermont,FR,49.5,2.4167,51.71,85,88,8.05,overcast clouds
539,Sosnovo-Ozerskoye,RU,52.5249,111.5418,31.21,42,100,6.26,overcast clouds
540,Newport,GB,51.5877,-2.9984,48.74,74,9,10.78,clear sky
541,Sharjah,AE,25.3573,55.4033,82.38,57,0,4.61,clear sky
542,Santa Marinella,IT,42.0345,11.8536,57.11,98,38,3.4,scattered clouds
543,Sidi Bin Nur,TN,35.5333,10.9167,60.71,74,71,9.73,broken clouds
544,Balikpapan,ID,-1.2675,116.8289,79.79,100,40,4.61,scattered clouds
545,Chase,CA,50.8165,-119.6857,66.15,49,100,6.24,overcast clouds
546,Bluefields,NI,12.0137,-83.7635,77.83,83,0,6.69,clear sky
547,Victoria,HK,22.2855,114.1577,82.96,82,8,7.0,clear sky
548,Valparaiso,CL,-33.0393,-71.6273,59.47,85,75,4.61,broken clouds
549,Otane,NZ,-39.8833,176.6333,58.01,75,100,4.09,overcast clouds
550,Bodden Town,KY,19.2833,-81.25,77.0,82,97,3.0,overcast clouds
551,Kaz,RU,52.9113,87.3105,33.21,71,11,2.53,few clouds
552,Tigil,RU,57.8,158.6667,33.87,98,100,3.62,overcast clouds
553,Cap Malheureux,MU,-19.9842,57.6142,75.47,71,88,8.99,overcast clouds
554,Phalaborwa,ZA,-23.943,31.1411,70.88,61,7,1.83,clear sky
555,Beirut,LB,33.8889,35.4944,66.94,73,75,1.14,mist
556,Port Blair,IN,11.6667,92.75,83.61,65,82,2.73,broken clouds
557,Tombouctou,ML,20.0,-3.0,75.25,26,0,9.69,clear sky
558,Nasturelu,RO,43.6667,25.4667,57.51,82,58,4.18,broken clouds
559,Port-Gentil,GA,-0.7193,8.7815,76.96,94,20,2.3,few clouds
560,Kysyl-Syr,RU,63.8986,122.7617,25.25,77,85,2.55,overcast clouds
561,Ugoofaaru,MV,5.6667,73.0,84.27,70,100,4.63,overcast clouds
562,Eyl,SO,7.9803,49.8164,80.33,76,74,7.63,broken clouds
563,Cayenne,GF,4.9333,-52.3333,81.09,1,20,3.0,few clouds
564,Ijui,BR,-28.3878,-53.9147,69.17,89,0,8.23,clear sky
565,Tazovskiy,RU,67.4667,78.7,-4.65,99,62,4.79,broken clouds
566,Malibu,US,34.005,-118.8101,86.56,25,0,13.24,clear sky
567,Tual,ID,-5.6667,132.75,83.82,66,30,1.92,scattered clouds
568,Fomboni,KM,-12.28,43.7425,82.09,79,96,13.73,light rain
569,Balkanabat,TM,39.5108,54.3671,71.17,27,100,10.02,overcast clouds
570,Tebingtinggi,ID,3.3285,99.1625,80.56,81,82,2.93,broken clouds
571,San Pedro,PH,14.35,121.0167,83.35,75,74,10.38,broken clouds
572,Winslow,US,35.0242,-110.6974,62.78,8,0,11.5,clear sky
573,Ngunguru,NZ,-35.6167,174.5,64.27,72,100,10.04,overcast clouds
574,Serro,BR,-18.6047,-43.3794,66.51,79,31,2.15,scattered clouds
575,Dong Hoi,VN,17.4833,106.6,84.09,72,7,5.35,clear sky
576,Umm Kaddadah,SD,13.6017,26.6876,81.18,8,27,11.07,scattered clouds
577,Pangai,TO,-19.8,-174.35,79.52,68,83,6.02,broken clouds
578,Kyra,RU,49.5776,111.9753,31.41,55,100,10.58,snow
579,Beira,MZ,-19.8436,34.8389,74.01,90,16,5.7,few clouds
580,Artesia,US,33.8658,-118.0831,88.03,25,0,19.57,clear sky
581,Ulladulla,AU,-35.35,150.4667,67.77,70,100,5.46,overcast clouds
582,Dandong,CN,40.1292,124.3947,59.94,84,100,9.08,overcast clouds
583,Daru,PG,-9.0763,143.2092,84.96,70,32,1.39,scattered clouds
584,Dauphin,CA,51.1494,-100.0502,30.34,69,100,23.02,overcast clouds
585,Qaqortoq,GL,60.7167,-46.0333,35.58,90,100,4.05,overcast clouds
586,Galle,LK,6.0367,80.217,80.24,80,100,0.27,light rain
587,Batemans Bay,AU,-35.7167,150.1833,65.1,60,100,3.02,overcast clouds
588,Lipin Bor,RU,60.2622,37.9763,34.97,89,100,9.19,light snow
589,Saint-Georges,GD,12.0564,-61.7485,78.58,76,94,13.69,overcast clouds
590,Erdenet,MN,49.0333,104.0833,21.79,85,100,11.3,snow
591,Kyabe,TD,9.4515,18.9449,83.55,56,90,8.39,overcast clouds
592,Lisakovsk,KZ,52.5369,62.4936,41.54,41,91,4.83,overcast clouds
593,Awbari,LY,26.5921,12.7805,70.66,12,35,10.8,scattered clouds
594,Marsabit,KE,2.3284,37.9899,68.32,75,95,11.3,light rain
595,Camargo,MX,27.6667,-105.1667,87.51,6,0,19.33,clear sky
596,Sisimiut,GL,66.9395,-53.6735,24.08,92,72,1.63,broken clouds
597,Nogliki,RU,51.8333,143.1667,29.75,96,100,12.77,light snow
598,Barao De Melgaco,BR,-16.1944,-55.9675,75.92,80,85,4.59,overcast clouds
599,Kerkini,GR,41.2167,23.0833,58.3,76,10,1.79,clear sky
600,Komsomolskiy,UZ,40.4272,71.7189,57.92,88,100,4.61,mist
601,Chapais,CA,49.7834,-74.8492,36.84,84,100,12.88,overcast clouds
602,Puerto Escondido,MX,15.85,-97.0667,83.23,74,75,0.0,broken clouds
603,Myski,RU,53.709,87.8014,30.11,68,28,3.31,scattered clouds
604,Puerto Quijarro,BO,-17.7833,-57.7667,79.39,70,100,3.89,overcast clouds
605,Niteroi,BR,-22.8833,-43.1036,76.66,71,20,10.36,few clouds
606,Uaua,BR,-9.8414,-39.4817,72.95,71,3,13.73,clear sky
607,Kholtoson,RU,50.2981,103.3097,20.23,60,100,10.22,overcast clouds
608,Terra Santa,BR,-2.1042,-56.4869,75.83,90,27,2.89,scattered clouds
609,Atambua,ID,-9.1061,124.8925,81.46,52,87,1.12,overcast clouds
610,Jiazi,CN,22.8779,116.067,80.19,77,17,4.34,few clouds
611,Lake Havasu City,US,34.4839,-114.3224,80.6,8,0,19.57,clear sky
612,Kieta,PG,-6.2167,155.6333,85.68,67,27,4.25,light rain
613,Honiara,SB,-9.4333,159.95,87.53,63,29,5.39,scattered clouds
614,Prieska,ZA,-29.6641,22.7474,50.88,59,0,4.88,clear sky
615,Hervey Bay,AU,-25.2986,152.8535,75.29,62,100,22.88,overcast clouds
616,Nakusp,CA,50.2499,-117.8023,66.54,24,100,3.44,overcast clouds
617,Qasigiannguit,GL,68.8193,-51.1922,26.85,96,97,0.81,overcast clouds
618,Mount Pleasant,US,32.7941,-79.8626,71.01,84,0,3.44,clear sky
619,Batagay-Alyta,RU,67.8006,130.4114,14.2,82,100,1.07,overcast clouds
620,Vigrestad,NO,58.5667,5.7,40.59,71,20,4.68,few clouds
621,Sabang,ID,5.8933,95.3214,83.25,75,100,4.79,overcast clouds
622,Riyadh,SA,24.6877,46.7219,71.74,66,100,10.76,light rain
623,Campbell River,CA,50.0163,-125.2446,48.58,81,100,9.22,overcast clouds
624,Luba,GQ,3.4568,8.5547,79.77,80,100,1.54,overcast clouds
625,Gravdal,NO,68.1214,13.5031,39.94,83,100,9.6,overcast clouds
626,Oistins,BB,13.0667,-59.5333,78.89,78,40,20.71,scattered clouds
627,Rio Gallegos,AR,-51.6226,-69.2181,44.65,93,100,11.5,drizzle
628,Chibombo,ZM,-14.6569,28.0706,61.38,87,3,3.74,clear sky
629,Akhtubinsk,RU,48.2795,46.1722,54.28,62,100,6.62,moderate rain
630,Inirida,CO,3.8653,-67.9239,74.07,97,100,2.01,heavy intensity rain
631,Shenjiamen,CN,29.9576,122.298,63.86,96,100,18.28,overcast clouds
632,Waingapu,ID,-9.6567,120.2641,82.94,68,100,7.36,overcast clouds
633,Aitape,PG,-3.1374,142.3475,84.58,71,100,3.22,overcast clouds
634,Catuday,PH,16.2923,119.8062,83.43,68,15,6.53,few clouds
635,Tahe,CN,52.3333,124.7333,42.42,27,0,5.35,clear sky
636,Fort Nelson,CA,58.8053,-122.7002,39.69,97,90,5.57,overcast clouds
637,Seymchan,RU,62.8833,152.4333,27.46,71,98,10.38,overcast clouds
638,Keetmanshoop,NA,-26.5833,18.1333,48.06,32,0,4.05,clear sky
639,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,81,75,10.36,broken clouds
640,Qinzhou,CN,21.95,108.6167,81.75,75,20,10.71,few clouds
641,Taitung,TW,22.7583,121.1444,84.47,79,20,8.05,few clouds
642,Shelburne,CA,44.0787,-80.2041,63.23,63,100,10.8,overcast clouds
643,Saint-Paul,RE,-21.0096,55.2707,75.31,73,97,2.86,overcast clouds
644,Baiquan,CN,47.5833,126.0833,54.27,29,100,0.6,overcast clouds
645,Pascagoula,US,30.3658,-88.5561,75.25,83,20,6.91,few clouds
646,Businga,CD,3.3333,20.8833,70.41,97,99,1.32,moderate rain
647,Nicoya,CR,10.1483,-85.452,80.91,74,68,1.7,broken clouds
648,Marang,MY,5.2056,103.2059,81.61,79,100,2.66,overcast clouds
649,Tarakan,ID,3.3,117.6333,78.3,94,75,2.3,moderate rain
650,Juneau,US,58.3019,-134.4197,46.4,86,100,11.5,light rain
651,Macusani,PE,-14.0833,-70.4333,36.43,92,100,3.91,overcast clouds
652,Zhoucheng,CN,35.9122,116.3117,69.85,74,100,6.6,overcast clouds
653,Dwarka,IN,22.2394,68.9678,80.74,74,0,11.14,clear sky
654,Kaduqli,SD,11.0167,29.7167,86.67,41,40,8.59,scattered clouds
655,Springdale,US,36.1867,-94.1288,59.68,98,100,8.05,thunderstorm with rain
656,Meadow Lake,US,34.8014,-106.5436,67.3,11,0,16.02,clear sky
657,Charleston,US,32.7766,-79.9309,71.02,83,75,6.91,broken clouds
658,Tezu,IN,27.9167,96.1667,70.32,71,100,2.46,overcast clouds
659,Vredendal,ZA,-31.6683,18.5012,50.85,91,0,1.72,clear sky
660,Port Hedland,AU,-20.3167,118.5667,86.05,42,82,6.91,broken clouds
661,Te Anau,NZ,-45.4167,167.7167,59.99,60,43,3.53,scattered clouds
662,Kenai,US,60.5544,-151.2583,53.02,51,100,12.66,overcast clouds
663,Rabaul,PG,-4.1967,152.1721,82.56,70,11,4.32,few clouds
664,Bairiki,KI,1.3292,172.9752,86.0,79,40,16.11,scattered clouds
665,Beyneu,KZ,45.3167,55.2,50.45,63,1,10.83,clear sky
666,San Matias,BO,-16.3667,-58.4,78.21,75,61,5.03,broken clouds
667,Maniitsoq,GL,65.4167,-52.9,26.92,90,100,6.58,overcast clouds
668,Chunhuhub,MX,19.55,-88.6833,79.81,65,18,7.05,few clouds
669,Santa Maria,BR,-29.6842,-53.8069,67.55,85,0,5.97,clear sky
670,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.06,97,100,2.1,overcast clouds
671,Point Pedro,LK,9.8167,80.2333,81.39,81,11,7.0,few clouds
672,Abu Kamal,SY,34.4506,40.9171,66.96,46,16,7.54,few clouds
673,Dakoro,NE,14.5106,6.765,85.84,11,12,7.65,few clouds
674,Cehegin,ES,38.0924,-1.7985,53.91,65,100,2.21,overcast clouds
675,Tilichiki,RU,60.4667,166.1,27.46,85,100,17.67,light snow
676,Moranbah,AU,-22.0016,148.0466,71.49,67,100,20.42,overcast clouds
677,Vodnany,CZ,49.1479,14.1751,46.76,93,100,3.36,light rain
678,Knysna,ZA,-34.0363,23.0471,55.56,92,100,5.97,moderate rain
679,Magugu,TZ,-4.0167,35.7667,66.74,94,100,2.68,overcast clouds
680,Innisfail,AU,-17.5333,146.0333,76.82,91,100,7.23,light rain
681,Borovoy,RU,55.4333,86.0833,29.48,74,75,4.47,broken clouds
682,Ngoro,ID,-7.6839,112.258,80.53,82,94,2.17,overcast clouds
683,Katsina,NG,12.9894,7.6006,85.17,38,8,11.86,clear sky
684,Chiredzi,ZW,-21.05,31.6667,65.35,76,0,2.68,clear sky
685,Bani,DO,18.2833,-70.3333,76.44,74,16,11.14,few clouds
686,Ibra,OM,22.6906,58.5334,75.9,42,0,1.77,clear sky
687,Jennings,US,38.7192,-90.2604,64.99,92,100,14.0,mist
688,Sechura,PE,-5.5569,-80.8222,70.25,75,79,18.12,broken clouds
689,Synya,RU,65.3718,58.0387,28.2,88,96,2.86,overcast clouds
690,Paita,PE,-5.0892,-81.1144,70.38,78,98,15.61,overcast clouds
691,Las Palmas,ES,28.4204,-14.0131,57.99,63,0,6.91,clear sky
692,Xichang,CN,27.8964,102.2634,65.71,75,76,2.37,broken clouds
693,Tiznit,MA,29.5833,-9.5,53.11,90,95,4.88,overcast clouds
694,Pitkyaranta,RU,61.5734,31.4792,32.56,90,98,10.11,overcast clouds
695,Aleksandrovskoye,RU,44.7142,43.0008,50.47,79,0,2.26,clear sky
696,Mozarlandia,BR,-14.7447,-50.5706,75.24,78,100,3.85,overcast clouds
697,Maceio,BR,-9.6658,-35.7353,78.24,83,75,3.44,broken clouds
698,Padang,ID,-0.9492,100.3543,75.25,80,100,2.57,overcast clouds
